”rg„o,Gest„o,Unidade Gestora,Fonte de Recursos,Receita,Arrecadado atÈ 24/10/2019,
16000 - SECRETARIA DE LOGISTICA E TRANSPORTES,16057 - AG.REG.SERV.PUBL.DELEG.TRANSP.EST.SP.,162301 - AG.REG.SERV.PUBL.DELEG.TRANS.EST.S.P.-ARTESP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16009901 - OUTROS SERVICOS DO ESTADO,"               6.633,70",
16000 - SECRETARIA DE LOGISTICA E TRANSPORTES,16057 - AG.REG.SERV.PUBL.DELEG.TRANSP.EST.SP.,162301 - AG.REG.SERV.PUBL.DELEG.TRANS.EST.S.P.-ARTESP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"                  25,06",
16000 - SECRETARIA DE LOGISTICA E TRANSPORTES,16057 - AG.REG.SERV.PUBL.DELEG.TRANSP.EST.SP.,162301 - AG.REG.SERV.PUBL.DELEG.TRANS.EST.S.P.-ARTESP,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"              35.042,22",
16000 - SECRETARIA DE LOGISTICA E TRANSPORTES,16057 - AG.REG.SERV.PUBL.DELEG.TRANSP.EST.SP.,162301 - AG.REG.SERV.PUBL.DELEG.TRANS.EST.S.P.-ARTESP,006 - OUTRAS FONTES DE RECURSOS,19909995 - RECEITA DESVINCULADA DREM - EC93/2016,"                   0,00",
16000 - SECRETARIA DE LOGISTICA E TRANSPORTES,16093 - COMPANHIA DOCAS DE SAO SEBASTIAO,163301 - COMPANHIA DOCAS DE SAO SEBASTIAO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,85210101 - INTEGRALIZACAO COM RECURSOS DO TESOURO,"           6.149.912,00",
16000 - SECRETARIA DE LOGISTICA E TRANSPORTES,16093 - COMPANHIA DOCAS DE SAO SEBASTIAO,163301 - COMPANHIA DOCAS DE SAO SEBASTIAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16009901 - OUTROS SERVICOS DO ESTADO,"          17.544.048,85",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170030 - FED-INTERESSES DIFUSOS-FID,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"          10.564.173,03",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170030 - FED-INTERESSES DIFUSOS-FID,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19229902 - DEMAIS RESTITUICOES DO ESTADO,"          20.154.557,58",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170030 - FED-INTERESSES DIFUSOS-FID,006 - OUTRAS FONTES DE RECURSOS,19909995 - RECEITA DESVINCULADA DREM - EC93/2016,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170031 - FED-ESTAD.DIREITOS DA CRIANCA E DO ADOLECENT,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170031 - FED-ESTAD.DIREITOS DA CRIANCA E DO ADOLECENT,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17300101 - DOACOES DE INSTITUICOES DIVERSAS AO ESTADO,"           8.284.729,09",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170031 - FED-ESTAD.DIREITOS DA CRIANCA E DO ADOLECENT,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17500101 - DOACOES DE PESSOAS FISICAS,"              27.300,00",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170031 - FED-ESTAD.DIREITOS DA CRIANCA E DO ADOLECENT,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170101 - GABINETE DO SECRETARIO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"              12.218,58",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170101 - GABINETE DO SECRETARIO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"              11.066,95",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170101 - GABINETE DO SECRETARIO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"             663.685,05",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170101 - GABINETE DO SECRETARIO,002 - RECURSOS VINCULADOS ESTADUAIS,12109912 - CONTRIB.SOBRE A COMPLEMEN.DE APOSENT.E PENSA,"              15.571,40",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170101 - GABINETE DO SECRETARIO,002 - RECURSOS VINCULADOS ESTADUAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"              10.178,64",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170101 - GABINETE DO SECRETARIO,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"           2.182.545,67",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170101 - GABINETE DO SECRETARIO,006 - OUTRAS FONTES DE RECURSOS,19909995 - RECEITA DESVINCULADA DREM - EC93/2016,"          12.174.129,00",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170101 - GABINETE DO SECRETARIO,045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,13250106 - OUTRAS APLICACOES FINANCEIRAS,"             278.710,05",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170102 - COORDENADORIA GERAL DE ADMINISTRACAO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"             136.425,12",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170102 - COORDENADORIA GERAL DE ADMINISTRACAO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"              13.147,14",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170104 - COORDENADORIA INTEGRACAO DA CIDADANIA - CIC,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"              15.044,91",
17000 - SEC.DA JUSTICA E CIDADANIA,00001 - GOVERNO DO ESTADO DE SAO PAULO,170104 - COORDENADORIA INTEGRACAO DA CIDADANIA - CIC,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                 870,50",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"           5.028.614,90",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19159901 - OUT.MUL.JUR.MORA DIV.ATIV.OUT.REC.PRINCIPAL,"           1.278.459,75",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19159902 - OUT.MULTAS/JRS  MORA DÌV.ATIVA NAO TRIB-PPD,"           1.503.425,59",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19195011 - MULTAS P/INFR.REG.MUN.CONV.-DEF.CONS.- PROCO,"               7.183,59",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19195012 - MULTAS P/INFR.REG.MUN.CONV-PTE MUNICIP-PROCO,"               7.955,63",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19195013 - MULTAS P/INFR.REG.MUNIC.NAO CONVEN. - PROCON,"                 943,39",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                 661,86",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19229904 - VALE TRANSPORTE,"                 356,99",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19229905 - ASSISTENCIA MEDICA,"             611.696,23",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19229909 - VALE REFEICAO,"              99.820,05",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19329901 - REC.DIV.ATIV.NTRIB.OUT.REC.-PRINCIPAL,"           6.689.784,87",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19329903 - MUNICIPIOS CONVENIADOS,"                 898,19",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19329904 - MUNICIPIOS NAO CONVENIADOS,"         133.540.890,45",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19329905 - MUNICIPIOS CONVENIADOS - FUNDACAO PROCON,"                 901,91",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,002 - RECURSOS VINCULADOS ESTADUAIS,19329906 - REC.DIVIDA ATIV.N.TRIB.OUTRAS REC.PRINCIP.PP,"          16.448.556,40",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"          11.446.999,29",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16001307 - SERV.DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,"                 508,87",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16009901 - OUTROS SERVICOS DO ESTADO,"              14.222,34",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"         105.403.478,61",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19219901 - OUTRAS INDENIZACOES,"               4.531,83",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                  56,08",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229904 - VALE TRANSPORTE,"                 383,91",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229905 - ASSISTENCIA MEDICA,"             127.047,99",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229909 - VALE REFEICAO,"              23.510,06",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"               3.858,64",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,005 - RECURSOS VINCULADOS FEDERAIS,17619901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"             155.798,70",
17000 - SEC.DA JUSTICA E CIDADANIA,17046 - FUND. DE PROTECAO E DEFESA DO CONSUMIDOR,171101 - FUNDACAO DE PROT. E DEFESA DO CONSUMIDOR,006 - OUTRAS FONTES DE RECURSOS,19909995 - RECEITA DESVINCULADA DREM - EC93/2016,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,17047 - FUND.INST.TERRAS EST.SP.-JOSE GOMES DA SILVA,171201 - FUND.INST.TERRAS E.S.P.JOSE GOMES DA SILVA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"                  31,63",
17000 - SEC.DA JUSTICA E CIDADANIA,17047 - FUND.INST.TERRAS EST.SP.-JOSE GOMES DA SILVA,171201 - FUND.INST.TERRAS E.S.P.JOSE GOMES DA SILVA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,17047 - FUND.INST.TERRAS EST.SP.-JOSE GOMES DA SILVA,171201 - FUND.INST.TERRAS E.S.P.JOSE GOMES DA SILVA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"              17.275,51",
17000 - SEC.DA JUSTICA E CIDADANIA,17047 - FUND.INST.TERRAS EST.SP.-JOSE GOMES DA SILVA,171201 - FUND.INST.TERRAS E.S.P.JOSE GOMES DA SILVA,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"             839.816,35",
17000 - SEC.DA JUSTICA E CIDADANIA,17047 - FUND.INST.TERRAS EST.SP.-JOSE GOMES DA SILVA,171201 - FUND.INST.TERRAS E.S.P.JOSE GOMES DA SILVA,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16009901 - OUTROS SERVICOS DO ESTADO,"           9.457.508,36",
17000 - SEC.DA JUSTICA E CIDADANIA,17047 - FUND.INST.TERRAS EST.SP.-JOSE GOMES DA SILVA,171201 - FUND.INST.TERRAS E.S.P.JOSE GOMES DA SILVA,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22190201 - VENDA DE OUTROS BENS PATRIMONIAIS DO ESTADO,"             454.146,00",
17000 - SEC.DA JUSTICA E CIDADANIA,17047 - FUND.INST.TERRAS EST.SP.-JOSE GOMES DA SILVA,171201 - FUND.INST.TERRAS E.S.P.JOSE GOMES DA SILVA,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22290101 - ALIENACAO DE OUTROS BENS IMOVEIS,"             142.100,28",
17000 - SEC.DA JUSTICA E CIDADANIA,17047 - FUND.INST.TERRAS EST.SP.-JOSE GOMES DA SILVA,171201 - FUND.INST.TERRAS E.S.P.JOSE GOMES DA SILVA,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"             428.100,21",
17000 - SEC.DA JUSTICA E CIDADANIA,17047 - FUND.INST.TERRAS EST.SP.-JOSE GOMES DA SILVA,171201 - FUND.INST.TERRAS E.S.P.JOSE GOMES DA SILVA,005 - RECURSOS VINCULADOS FEDERAIS,17619901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"           2.448.277,40",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171302 - FUNDACAO C.A.S.A. - DRM-I F.ROCHA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171306 - FUNDACAO C.A.S.A. - DRM-V V.MARIA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171307 - FUNDACAO C.A.S.A. - DRN R.PRETO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229902 - DEMAIS RESTITUICOES DO ESTADO,"               1.452,79",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171309 - FUNDACAO C.A.S.A. - DRL LITORAL,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171310 - FUNDACAO C.A.S.A. - DRO MARILIA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171311 - FUNDACAO C.A.S.A. - DRS IARAS,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909902 - OUTRAS RECEITAS EVENTUAIS,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,76000599 - OUTROS SERVICOS DE SAUDE,"         167.436.545,89",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"               8.734,18",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250106 - OUTRAS APLICACOES FINANCEIRAS,"               4.117,50",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16001307 - SERV.DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,"               5.512,61",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229901 - RESTITUICOES DE JUROS INCLUSOS DE LFTP,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229902 - DEMAIS RESTITUICOES DO ESTADO,"           3.039.882,46",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229904 - VALE TRANSPORTE,"           3.517.410,53",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229905 - ASSISTENCIA MEDICA,"          70.332.030,94",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229906 - ASSISTENCIA ODONTOLOGICA,"             491.503,54",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"              66.070,07",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909902 - OUTRAS RECEITAS EVENTUAIS,"                   0,00",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22290101 - ALIENACAO DE OUTROS BENS IMOVEIS,"                   0,01",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"              95.908,86",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171312 - FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO,005 - RECURSOS VINCULADOS FEDERAIS,17619901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"              44.227,00",
17000 - SEC.DA JUSTICA E CIDADANIA,17048 - FUND.CTO.AT.SOCIOEDUC.ADOLESC-FUND.CASA-SP,171381 - FUNDACAO CASA-SP - UGFTES,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                   0,00",
